stripe_invoice_id,customer_stripe_id,amount,currency,status,olusturma_tarihi,amount_float,amount_cents,olusturma_tarihi_dt,olusturma_tarihi_formatted
inv_imp_466be75f75fc49,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
in_1TwdB4KBkUL9vnMVzN5Pbku2,cus_Uu0jKN86a5Br32,450.0,usd,open,2026-07-24 07:05:50,450.0,45000,2026-07-24 07:05:50,2026-07-24 07:05:50
in_1Twd8oKBkUL9vnMVd5A5wCyO,cus_Uu0jKN86a5Br32,365.0,usd,open,2026-07-24 07:03:30,365.0,36500,2026-07-24 07:03:30,2026-07-24 07:03:30
in_1TwciFKBkUL9vnMVaFRfwYK9,cus_Uu0jKN86a5Br32,400.0,usd,open,2026-07-24 06:36:03,400.0,40000,2026-07-24 06:36:03,2026-07-24 06:36:03
in_1TwcgjKBkUL9vnMVfNvK7dQ7,cus_Uu0jKN86a5Br32,665.0,usd,open,2026-07-24 06:34:29,665.0,66500,2026-07-24 06:34:29,2026-07-24 06:34:29
in_1TwMUgKBkUL9vnMVMQSHz6PO,cus_Uu0jKN86a5Br32,755.0,usd,open,2026-07-23 13:16:58,755.0,75500,2026-07-23 13:16:58,2026-07-23 13:16:58
in_1TwLuyKBkUL9vnMVc03NHcHr,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:40:04,655.0,65500,2026-07-23 12:40:04,2026-07-23 12:40:04
in_1TwLuuKBkUL9vnMVz0N7gVOe,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:40:00,655.0,65500,2026-07-23 12:40:00,2026-07-23 12:40:00
in_1TwLuqKBkUL9vnMVMZQyNIBX,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:56,655.0,65500,2026-07-23 12:39:56,2026-07-23 12:39:56
in_1TwLunKBkUL9vnMVQ381JlCZ,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:53,655.0,65500,2026-07-23 12:39:53,2026-07-23 12:39:53
in_1TwLukKBkUL9vnMVRpRlsVMX,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:50,655.0,65500,2026-07-23 12:39:50,2026-07-23 12:39:50
in_1TwLuhKBkUL9vnMVEQ8Doiqk,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:47,655.0,65500,2026-07-23 12:39:47,2026-07-23 12:39:47
in_1TwLudKBkUL9vnMVXwIbCFsP,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:43,655.0,65500,2026-07-23 12:39:43,2026-07-23 12:39:43
in_1TwLuaKBkUL9vnMVZ9pm8A6T,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:40,655.0,65500,2026-07-23 12:39:40,2026-07-23 12:39:40
in_1TwLuXKBkUL9vnMVjTEkKCPP,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:37,655.0,65500,2026-07-23 12:39:37,2026-07-23 12:39:37
in_1TwLuTKBkUL9vnMV29klT6IE,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:33,655.0,65500,2026-07-23 12:39:33,2026-07-23 12:39:33
in_1TwLuQKBkUL9vnMVf2Rd6Hbr,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:30,655.0,65500,2026-07-23 12:39:30,2026-07-23 12:39:30
in_1TwLuMKBkUL9vnMVG36XHmLM,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:26,655.0,65500,2026-07-23 12:39:26,2026-07-23 12:39:26
in_1TwLuJKBkUL9vnMVbz6Xk5WQ,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:23,655.0,65500,2026-07-23 12:39:23,2026-07-23 12:39:23
in_1TwLuGKBkUL9vnMVEoZHkKB5,cus_UsQUGVWxpArJWX,655.0,usd,open,2026-07-23 12:39:20,655.0,65500,2026-07-23 12:39:20,2026-07-23 12:39:20
in_1TwKsrKBkUL9vnMVHeO96hfg,cus_UqdJP2PTXb7fmq,791.0,usd,open,2026-07-23 11:33:49,791.0,79100,2026-07-23 11:33:49,2026-07-23 11:33:49
in_1TwKsnKBkUL9vnMVaXBoACnF,cus_UqdJP2PTXb7fmq,428.0,usd,open,2026-07-23 11:33:45,428.0,42800,2026-07-23 11:33:45,2026-07-23 11:33:45
in_1TwKsiKBkUL9vnMV4aHqbi0B,cus_UqdJP2PTXb7fmq,766.0,usd,open,2026-07-23 11:33:40,766.0,76600,2026-07-23 11:33:40,2026-07-23 11:33:40
in_1TwKscKBkUL9vnMVibj4glWp,cus_UqdJP2PTXb7fmq,548.0,usd,open,2026-07-23 11:33:34,548.0,54800,2026-07-23 11:33:34,2026-07-23 11:33:34
in_1TwKsXKBkUL9vnMVbWZ5YAcM,cus_UqdJP2PTXb7fmq,589.0,usd,open,2026-07-23 11:33:29,589.0,58900,2026-07-23 11:33:29,2026-07-23 11:33:29
in_1TwKsTKBkUL9vnMVezHmQahv,cus_UqdJP2PTXb7fmq,916.0,usd,open,2026-07-23 11:33:25,916.0,91600,2026-07-23 11:33:25,2026-07-23 11:33:25
in_1TwKsLKBkUL9vnMVAYobsSMT,cus_UqdJP2PTXb7fmq,677.0,usd,open,2026-07-23 11:33:17,677.0,67700,2026-07-23 11:33:17,2026-07-23 11:33:17
in_1TwKsGKBkUL9vnMVAbl1bHWr,cus_UqdJP2PTXb7fmq,970.0,usd,open,2026-07-23 11:33:12,970.0,97000,2026-07-23 11:33:12,2026-07-23 11:33:12
in_1TwKsBKBkUL9vnMVAu1DhGt6,cus_UqdJP2PTXb7fmq,805.0,usd,open,2026-07-23 11:33:07,805.0,80500,2026-07-23 11:33:07,2026-07-23 11:33:07
in_1TwKs7KBkUL9vnMV7LVp4ptl,cus_UqdJP2PTXb7fmq,725.0,usd,open,2026-07-23 11:33:03,725.0,72500,2026-07-23 11:33:03,2026-07-23 11:33:03
in_1TwKs2KBkUL9vnMVQ5mQyjEv,cus_UqdJP2PTXb7fmq,877.0,usd,open,2026-07-23 11:32:58,877.0,87700,2026-07-23 11:32:58,2026-07-23 11:32:58
in_1TwKrxKBkUL9vnMVoD3g4ey2,cus_UqdJP2PTXb7fmq,632.0,usd,open,2026-07-23 11:32:53,632.0,63200,2026-07-23 11:32:53,2026-07-23 11:32:53
in_1TwKrtKBkUL9vnMVVdZkyVys,cus_UqdJP2PTXb7fmq,707.0,usd,open,2026-07-23 11:32:49,707.0,70700,2026-07-23 11:32:49,2026-07-23 11:32:49
in_1TwKrqKBkUL9vnMVa37JOJgZ,cus_UqdJP2PTXb7fmq,655.0,usd,open,2026-07-23 11:32:46,655.0,65500,2026-07-23 11:32:46,2026-07-23 11:32:46
in_1TwKroKBkUL9vnMVdKRJ9j25,cus_UqdJP2PTXb7fmq,791.0,usd,open,2026-07-23 11:32:44,791.0,79100,2026-07-23 11:32:44,2026-07-23 11:32:44
in_1TwKrlKBkUL9vnMVCxmzjq7R,cus_UqdJP2PTXb7fmq,615.0,usd,open,2026-07-23 11:32:41,615.0,61500,2026-07-23 11:32:41,2026-07-23 11:32:41
in_1TwKrkKBkUL9vnMVBuvHYzvm,cus_UqdJP2PTXb7fmq,428.0,usd,open,2026-07-23 11:32:40,428.0,42800,2026-07-23 11:32:40,2026-07-23 11:32:40
in_1TwKrgKBkUL9vnMVQDPRiYB9,cus_UqdJP2PTXb7fmq,679.0,usd,open,2026-07-23 11:32:36,679.0,67900,2026-07-23 11:32:36,2026-07-23 11:32:36
in_1TwKrfKBkUL9vnMVFJW5Le5p,cus_UqdJP2PTXb7fmq,766.0,usd,open,2026-07-23 11:32:35,766.0,76600,2026-07-23 11:32:35,2026-07-23 11:32:35
in_1TwKrbKBkUL9vnMVI776W7ba,cus_UqdJP2PTXb7fmq,570.0,usd,open,2026-07-23 11:32:31,570.0,57000,2026-07-23 11:32:31,2026-07-23 11:32:31
in_1TwKraKBkUL9vnMVMePhqhNX,cus_UqdJP2PTXb7fmq,548.0,usd,open,2026-07-23 11:32:30,548.0,54800,2026-07-23 11:32:30,2026-07-23 11:32:30
in_1TwKrWKBkUL9vnMVUDM0fbtw,cus_UqdJP2PTXb7fmq,634.0,usd,open,2026-07-23 11:32:26,634.0,63400,2026-07-23 11:32:26,2026-07-23 11:32:26
in_1TwKrWKBkUL9vnMVl9QLb8GF,cus_UqdJP2PTXb7fmq,589.0,usd,open,2026-07-23 11:32:26,589.0,58900,2026-07-23 11:32:26,2026-07-23 11:32:26
in_1TwKrRKBkUL9vnMVcksfhWWp,cus_UqdJP2PTXb7fmq,413.0,usd,open,2026-07-23 11:32:21,413.0,41300,2026-07-23 11:32:21,2026-07-23 11:32:21
in_1TwKrQKBkUL9vnMVD6l4NLJi,cus_UqdJP2PTXb7fmq,916.0,usd,open,2026-07-23 11:32:20,916.0,91600,2026-07-23 11:32:20,2026-07-23 11:32:20
in_1TwKrMKBkUL9vnMVZ8b1L1N0,cus_UqdJP2PTXb7fmq,381.0,usd,open,2026-07-23 11:32:16,381.0,38100,2026-07-23 11:32:16,2026-07-23 11:32:16
in_1TwKrKKBkUL9vnMVSZ3hhgZP,cus_UqdJP2PTXb7fmq,677.0,usd,open,2026-07-23 11:32:14,677.0,67700,2026-07-23 11:32:14,2026-07-23 11:32:14
in_1TwKrGKBkUL9vnMVxpCFy4Yr,cus_UqdJP2PTXb7fmq,853.0,usd,open,2026-07-23 11:32:10,853.0,85300,2026-07-23 11:32:10,2026-07-23 11:32:10
in_1TwKrFKBkUL9vnMVIXwSjRrs,cus_UqdJP2PTXb7fmq,970.0,usd,open,2026-07-23 11:32:09,970.0,97000,2026-07-23 11:32:09,2026-07-23 11:32:09
in_1TwKrAKBkUL9vnMV2pEUUBMU,cus_UqdJP2PTXb7fmq,932.0,usd,open,2026-07-23 11:32:04,932.0,93200,2026-07-23 11:32:04,2026-07-23 11:32:04
in_1TwKr8KBkUL9vnMVKUOYoJNq,cus_UqdJP2PTXb7fmq,805.0,usd,open,2026-07-23 11:32:02,805.0,80500,2026-07-23 11:32:02,2026-07-23 11:32:02
in_1TwKr4KBkUL9vnMVl65ak3Ep,cus_UqdJP2PTXb7fmq,766.0,usd,open,2026-07-23 11:31:58,766.0,76600,2026-07-23 11:31:58,2026-07-23 11:31:58
in_1TwKr0KBkUL9vnMVAJPWIqwW,cus_UqdJP2PTXb7fmq,725.0,usd,open,2026-07-23 11:31:54,725.0,72500,2026-07-23 11:31:54,2026-07-23 11:31:54
in_1TwKqzKBkUL9vnMVzm1VfrRn,cus_UqdJP2PTXb7fmq,877.0,usd,open,2026-07-23 11:31:53,877.0,87700,2026-07-23 11:31:53,2026-07-23 11:31:53
in_1TwKqtKBkUL9vnMV6U87I7Hq,cus_UqdJP2PTXb7fmq,877.0,usd,open,2026-07-23 11:31:47,877.0,87700,2026-07-23 11:31:47,2026-07-23 11:31:47
in_1TwKqtKBkUL9vnMV0U2akJr2,cus_UqdJP2PTXb7fmq,544.0,usd,open,2026-07-23 11:31:47,544.0,54400,2026-07-23 11:31:47,2026-07-23 11:31:47
in_1TwKqmKBkUL9vnMVz7k7omq5,cus_UqdJP2PTXb7fmq,632.0,usd,open,2026-07-23 11:31:40,632.0,63200,2026-07-23 11:31:40,2026-07-23 11:31:40
in_1TwKqhKBkUL9vnMVGl940flk,cus_UqdJP2PTXb7fmq,655.0,usd,open,2026-07-23 11:31:35,655.0,65500,2026-07-23 11:31:35,2026-07-23 11:31:35
in_1TwKqeKBkUL9vnMVz9u9KbyT,cus_UqdJP2PTXb7fmq,707.0,usd,open,2026-07-23 11:31:32,707.0,70700,2026-07-23 11:31:32,2026-07-23 11:31:32
in_1TwKqaKBkUL9vnMVWwOdDYjr,cus_UqdJP2PTXb7fmq,615.0,usd,open,2026-07-23 11:31:28,615.0,61500,2026-07-23 11:31:28,2026-07-23 11:31:28
in_1TwKqVKBkUL9vnMVLkFb9OCF,cus_UqdJP2PTXb7fmq,679.0,usd,open,2026-07-23 11:31:23,679.0,67900,2026-07-23 11:31:23,2026-07-23 11:31:23
in_1TwKqRKBkUL9vnMV1gucYaNH,cus_UqdJP2PTXb7fmq,570.0,usd,open,2026-07-23 11:31:19,570.0,57000,2026-07-23 11:31:19,2026-07-23 11:31:19
in_1TwKqLKBkUL9vnMVfLyfVMqA,cus_UqdJP2PTXb7fmq,634.0,usd,open,2026-07-23 11:31:13,634.0,63400,2026-07-23 11:31:13,2026-07-23 11:31:13
in_1TwKqHKBkUL9vnMVKLnVAz7W,cus_UqdJP2PTXb7fmq,413.0,usd,open,2026-07-23 11:31:09,413.0,41300,2026-07-23 11:31:09,2026-07-23 11:31:09
in_1TwKqCKBkUL9vnMVhxWv3iso,cus_UqdJP2PTXb7fmq,381.0,usd,open,2026-07-23 11:31:04,381.0,38100,2026-07-23 11:31:04,2026-07-23 11:31:04
in_1TwKq7KBkUL9vnMV2J2eKSoI,cus_UqdJP2PTXb7fmq,853.0,usd,open,2026-07-23 11:30:59,853.0,85300,2026-07-23 11:30:59,2026-07-23 11:30:59
in_1TwKq2KBkUL9vnMVwnD2n9MA,cus_UqdJP2PTXb7fmq,932.0,usd,open,2026-07-23 11:30:54,932.0,93200,2026-07-23 11:30:54,2026-07-23 11:30:54
in_1TwKpxKBkUL9vnMVMNp0E2yH,cus_UqdJP2PTXb7fmq,766.0,usd,open,2026-07-23 11:30:49,766.0,76600,2026-07-23 11:30:49,2026-07-23 11:30:49
in_1TwKpsKBkUL9vnMV4jhVIiii,cus_UqdJP2PTXb7fmq,877.0,usd,open,2026-07-23 11:30:44,877.0,87700,2026-07-23 11:30:44,2026-07-23 11:30:44
in_1TwKpnKBkUL9vnMVXIBsuDVt,cus_UqdJP2PTXb7fmq,544.0,usd,open,2026-07-23 11:30:39,544.0,54400,2026-07-23 11:30:39,2026-07-23 11:30:39
in_1TwKpjKBkUL9vnMVs6gQMO7E,cus_UqdJP2PTXb7fmq,655.0,usd,open,2026-07-23 11:30:35,655.0,65500,2026-07-23 11:30:35,2026-07-23 11:30:35
in_1TwKorKBkUL9vnMVAkmQsEGH,cus_UqdJP2PTXb7fmq,615.0,usd,open,2026-07-23 11:29:41,615.0,61500,2026-07-23 11:29:41,2026-07-23 11:29:41
in_1TwKonKBkUL9vnMV7GVKyizy,cus_UqdJP2PTXb7fmq,679.0,usd,open,2026-07-23 11:29:37,679.0,67900,2026-07-23 11:29:37,2026-07-23 11:29:37
in_1TwKojKBkUL9vnMV1veSzUAG,cus_UqdJP2PTXb7fmq,570.0,usd,open,2026-07-23 11:29:33,570.0,57000,2026-07-23 11:29:33,2026-07-23 11:29:33
in_1TwKofKBkUL9vnMVyMgBQkVx,cus_UqdJP2PTXb7fmq,634.0,usd,open,2026-07-23 11:29:29,634.0,63400,2026-07-23 11:29:29,2026-07-23 11:29:29
in_1TwKobKBkUL9vnMVXitAnLdw,cus_UqdJP2PTXb7fmq,413.0,usd,open,2026-07-23 11:29:25,413.0,41300,2026-07-23 11:29:25,2026-07-23 11:29:25
in_1TwKoWKBkUL9vnMVJ5z7Ne2y,cus_UqdJP2PTXb7fmq,381.0,usd,open,2026-07-23 11:29:20,381.0,38100,2026-07-23 11:29:20,2026-07-23 11:29:20
in_1TwKoSKBkUL9vnMVHPTNVYzs,cus_UqdJP2PTXb7fmq,853.0,usd,open,2026-07-23 11:29:16,853.0,85300,2026-07-23 11:29:16,2026-07-23 11:29:16
in_1TwKoOKBkUL9vnMVF3QV7exD,cus_UqdJP2PTXb7fmq,932.0,usd,open,2026-07-23 11:29:12,932.0,93200,2026-07-23 11:29:12,2026-07-23 11:29:12
in_1TwKoKKBkUL9vnMVbW7j8mTE,cus_UqdJP2PTXb7fmq,766.0,usd,open,2026-07-23 11:29:08,766.0,76600,2026-07-23 11:29:08,2026-07-23 11:29:08
in_1TwKoEKBkUL9vnMVcVAPp98u,cus_UqdJP2PTXb7fmq,877.0,usd,open,2026-07-23 11:29:02,877.0,87700,2026-07-23 11:29:02,2026-07-23 11:29:02
in_1TwKo9KBkUL9vnMVqveL061I,cus_UqdJP2PTXb7fmq,544.0,usd,open,2026-07-23 11:28:57,544.0,54400,2026-07-23 11:28:57,2026-07-23 11:28:57
in_1TwKo5KBkUL9vnMVsig84wTa,cus_UqdJP2PTXb7fmq,655.0,usd,open,2026-07-23 11:28:53,655.0,65500,2026-07-23 11:28:53,2026-07-23 11:28:53
in_1TwKnUKBkUL9vnMVzYqjkrfx,cus_UqdJP2PTXb7fmq,655.0,usd,open,2026-07-23 11:28:16,655.0,65500,2026-07-23 11:28:16,2026-07-23 11:28:16
in_1TwKFTKBkUL9vnMV52MTNUTe,cus_Uu0jKN86a5Br32,655.0,usd,open,2026-07-23 10:53:07,655.0,65500,2026-07-23 10:53:07,2026-07-23 10:53:07
in_1TwJ1dKBkUL9vnMVcr3sr8LO,cus_Uu0jKN86a5Br32,555.0,usd,open,2026-07-23 09:34:45,555.0,55500,2026-07-23 09:34:45,2026-07-23 09:34:45
in_1TwIwKKBkUL9vnMVZb86Cw2O,cus_Uu0jKN86a5Br32,595.0,usd,open,2026-07-23 09:29:16,595.0,59500,2026-07-23 09:29:16,2026-07-23 09:29:16
in_1TwHQWKBkUL9vnMVqLfKTLhK,cus_Uu0jKN86a5Br32,495.0,usd,open,2026-07-23 07:52:20,495.0,49500,2026-07-23 07:52:20,2026-07-23 07:52:20
in_1TwHOPKBkUL9vnMVyNhWu9Fp,cus_Uu0jKN86a5Br32,415.0,usd,open,2026-07-23 07:50:09,415.0,41500,2026-07-23 07:50:09,2026-07-23 07:50:09
in_1TwHHyKBkUL9vnMV9Ss9Cfj9,cus_Uu0jKN86a5Br32,375.0,usd,open,2026-07-23 07:43:30,375.0,37500,2026-07-23 07:43:30,2026-07-23 07:43:30
in_1TvZpHKBkUL9vnMVks0VNMHR,cus_Uu0jKN86a5Br32,175.0,usd,open,2026-07-22 13:48:33,175.0,17500,2026-07-22 13:48:33,2026-07-22 13:48:33
in_1TvBaNKBkUL9vnMV9mWST8Ks,cus_Uu0jKN86a5Br32,100.0,usd,open,2026-07-22 13:09:26,100.0,10000,2026-07-22 13:09:26,2026-07-22 13:09:26
in_1TvHHtKBkUL9vnMV0rbNb5Ow,cus_Uu0jKN86a5Br32,250.0,usd,open,2026-07-22 13:09:26,250.0,25000,2026-07-22 13:09:26,2026-07-22 13:09:26
in_1TuHtZKBkUL9vnMVh2v8wl1t,cus_Uu0jKN86a5Br32,150.0,usd,open,2026-07-22 12:56:44,150.0,15000,2026-07-22 12:56:44,2026-07-22 12:56:44
in_1TvtwIKBkUL9vnMV1amXQSWS,cus_Uu0jKN86a5Br32,200.0,usd,open,2026-07-22 06:47:34,200.0,20000,2026-07-22 06:47:34,2026-07-22 06:47:34
in_1Twj8aKBkUL9vnMVq98nCseG,cus_Uu0jKN86a5Br32,850.0,usd,open,2026-07-24 16:28:08,850.0,85000,2026-07-24 16:28:08,2026-07-24 16:28:08
inv_imp_cdc512ef0b5a47,cus_Uu0jKN86a5Br32,333.33,usd,open,2026-07-24 16:20:27,333.33,33333,2026-07-24 16:20:27,2026-07-24 16:20:27
in_1Twj0NKBkUL9vnMVftqX2UXN,cus_Uu0jKN86a5Br32,100.0,usd,open,2026-07-24 16:20:06,100.0,10000,2026-07-24 16:20:06,2026-07-24 16:20:06
in_1TwhN9KBkUL9vnMVfNz5Yc8Z,cus_Uu0jKN86a5Br32,1500.0,usd,open,2026-07-24 14:35:02,1500.0,150000,2026-07-24 14:35:02,2026-07-24 14:35:02
in_1TwhLbKBkUL9vnMVLhr82b4K,cus_Uu0jKN86a5Br32,1100.0,usd,open,2026-07-24 14:33:10,1100.0,110000,2026-07-24 14:33:10,2026-07-24 14:33:10
in_1TwhHuKBkUL9vnMVdVcLeV4j,cus_Uu0jKN86a5Br32,700.0,usd,open,2026-07-24 14:29:34,700.0,70000,2026-07-24 14:29:34,2026-07-24 14:29:34
in_1TwhHHKBkUL9vnMVuhhzUHS8,cus_Uu0jKN86a5Br32,100.0,usd,open,2026-07-24 14:28:48,100.0,10000,2026-07-24 14:28:48,2026-07-24 14:28:48
inv_imp_679b2b26275446,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_104fd15222e244,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_5035403dbe0145,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_a28cbd6e479048,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_5c6b211a953744,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_3830c88f3be54b,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_c26546b9ad9746,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_9d5bee0245de42,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_7b3cb4fa22f148,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_db4f83f35ccc4a,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_f34fcdda1a2d47,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_8bb1453a371247,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_39b79219b8854c,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_6a427ec6248e4f,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
inv_imp_466be75f75fc49,cus_Uu0jKN86a5Br32,365.55,usd,open,2026-07-24 14:13:36,365.55,36555,2026-07-24 14:13:36,2026-07-24 14:13:36
in_1Twd8oKBkUL9vnMVd5A5wCyO,cus_Uu0jKN86a5Br32,365.0,usd,open,2026-07-24 10:06:23,365.0,36500,2026-07-24 10:06:23,2026-07-24 10:06:23
in_1TwdB4KBkUL9vnMVzN5Pbku2,cus_Uu0jKN86a5Br32,450.0,usd,open,2026-07-24 10:06:21,450.0,45000,2026-07-24 10:06:21,2026-07-24 10:06:21
in_1TwciFKBkUL9vnMVaFRfwYK9,cus_Uu0jKN86a5Br32,400.0,usd,open,2026-07-24 09:36:39,400.0,40000,2026-07-24 09:36:39,2026-07-24 09:36:39
in_1TwcgjKBkUL9vnMVfNvK7dQ7,cus_Uu0jKN86a5Br32,665.0,usd,open,2026-07-24 09:35:05,665.0,66500,2026-07-24 09:35:05,2026-07-24 09:35:05
in_1TwMUgKBkUL9vnMVMQSHz6PO,cus_Uu0jKN86a5Br32,755.0,usd,open,2026-07-23 16:17:41,755.0,75500,2026-07-23 16:17:41,2026-07-23 16:17:41
